#/gcsv export of scid.eco
ECO,Opening,Moves
B11k,"Caro-Kann:/gTwo Knights, 3...Bg4 4.h3 Bxf3 5.Qxf3 e6 6.d3 Nd7",1.e4 c6 2.Nc3 d5 3.Nf3 Bg4 4.h3 Bxf3 5.Qxf3 e6 6.d3 Nd7 *
B11l,"Caro-Kann:/gTwo Knights, 3...Bg4 4.h3 Bxf3 5.Qxf3 e6 6.d3 Nf6",1.e4 c6 2.Nc3 d5 3.Nf3 Bg4 4.h3 Bxf3 5.Qxf3 e6 6.d3 Nf6 *
B11m,"Caro-Kann:/gTwo Knights, 3...Bg4 4.h3 Bxf3 5.Qxf3 e6 6.d3 Nf6 7.a3",1.e4 c6 2.Nc3 d5 3.Nf3 Bg4 4.h3 Bxf3 5.Qxf3 e6 6.d3 Nf6 7.a3 *
B11n,"Caro-Kann:/gTwo Knights, 3...Bg4 4.h3 Bxf3 5.Qxf3 e6 6.d3 Nf6 7.Bd2",1.e4 c6 2.Nc3 d5 3.Nf3 Bg4 4.h3 Bxf3 5.Qxf3 e6 6.d3 Nf6 7.Bd2 *
B12a,"Caro-Kann:/g2.d4",1.e4 c6 2.d4 *
B12a,"Caro-Kann:/gde Bruycker Defence",1.e4 c6 2.d4 Na6 *
B12a,"Caro-Kann:/gMasi Defence",1.e4 c6 2.d4 Nf6 *
B12b,"Caro-Kann:/g2.d4 d5",1.e4 c6 2.d4 d5 *
B12b,"Caro-Kann:/gUlysses Gambit",1.e4 c6 2.d4 d5 3.Nf3 *
B12b,"Caro-Kann:/gUlysses Gambit",1.e4 c6 2.d4 d5 3.Nf3 dxe4 4.Ng5 *
B12c,"Caro-Kann:/gMieses Gambit",1.e4 c6 2.d4 d5 3.Be3 *
B12d,"Caro-Kann:/gMaroczy (Fantasy) Variation",1.e4 c6 2.d4 d5 3.f3 *
B12e,"Caro-Kann:/gMaroczy (Fantasy), 3...e6",1.e4 c6 2.d4 d5 3.f3 e6 *
B12f,"Caro-Kann:/gMaroczy (Fantasy), 3...dxe4",1.e4 c6 2.d4 d5 3.f3 dxe4 *
B12f,"Caro-Kann:/gMaroczy (Fantasy), Gambit line",1.e4 c6 2.d4 d5 3.f3 dxe4 4.fxe4 e5 5.Nf3 exd4 6.Bc4 *
B12g,"Caro-Kann:/g3.Nd2",1.e4 c6 2.d4 d5 3.Nd2 *
B12g,"Caro-Kann:/g3.Nd2 dxe4",1.e4 c6 2.d4 d5 3.Nd2 dxe4 *
B12g,"Caro-Kann:/gEdinburgh Variation",1.e4 c6 2.d4 d5 3.Nd2 Qb6 *
B12h,"Caro-Kann:/gGurgenidze/Modern: 3.Nd2 g6",1.e4 c6 2.d4 d5 3.Nd2 g6 *
B12h,"Caro-Kann:/gGurgenidze/Modern: 3.Nd2 g6 4.Ngf3",1.e4 c6 2.d4 d5 3.Nd2 g6 4.Ngf3 *
B12h,"Caro-Kann:/gGurgenidze/Modern: 3.Nd2 g6 4.Ngf3 Bg7",1.e4 c6 2.d4 d5 3.Nd2 g6 4.Ngf3 Bg7 *
B12h,"Caro-Kann:/gGurgenidze/Modern: 3.Nd2 g6 4.Ngf3 Bg7 5.h3",1.e4 c6 2.d4 d5 3.Nd2 g6 4.Ngf3 Bg7 5.h3 *
B12h,"Caro-Kann:/gGurgenidze/Modern: 3.Nd2 g6 4.Ngf3 Bg7 5.c3",1.e4 c6 2.d4 d5 3.Nd2 g6 4.Ngf3 Bg7 5.c3 *
B12i,"Caro-Kann:/gAdvance Variation",1.e4 c6 2.d4 d5 3.e5 *
B12j,"Caro-Kann:/gAdvance, 3...c5",1.e4 c6 2.d4 d5 3.e5 c5 *
B12j,"Caro-Kann:/gAdvance, 3...c5 4.dxc5",1.e4 c6 2.d4 d5 3.e5 c5 4.dxc5 *
B12k,"Caro-Kann:/gAdvance, 3...c5 4.dxc5 Nc6",1.e4 c6 2.d4 d5 3.e5 c5 4.dxc5 Nc6 *
B12l,"Caro-Kann:/gAdvance, 3...Bf5",1.e4 c6 2.d4 d5 3.e5 Bf5 *
B12l,"Caro-Kann:/gAdvance, Bayonet Variation",1.e4 c6 2.d4 d5 3.e5 Bf5 4.g4 *
B12m,"Caro-Kann:/gAdvance, 4.h4",1.e4 c6 2.d4 d5 3.e5 Bf5 4.h4 *
B12n,"Caro-Kann:/gAdvance, 4.c3",1.e4 c6 2.d4 d5 3.e5 Bf5 4.c3 *
B12n,"Caro-Kann:/gAdvance, Short Variation",1.e4 c6 2.d4 d5 3.e5 Bf5 4.c3 e6 5.Be2 *
B12o,"Caro-Kann:/gAdvance, 4.Bd3",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Bd3 *
B12p,"Caro-Kann:/gAdvance, 4.Nf3",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nf3 *
B12p,"Caro-Kann:/gAdvance, 4.Nf3 e6",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nf3 e6 *
B12q,"Caro-Kann:/gAdvance, 4.Nf3 e6 5.Be2",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nf3 e6 5.Be2 *
B12r,"Caro-Kann:/gAdvance, 4.Nf3 e6 5.Be2 Nd7",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nf3 e6 5.Be2 Nd7 *
B12s,"Caro-Kann:/gAdvance, 4.Nf3 e6 5.Be2 c5",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nf3 e6 5.Be2 c5 *
B12t,"Caro-Kann:/gAdvance, 4.Nf3 e6 5.Be2 c5 6.O-O",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nf3 e6 5.Be2 c5 6.O-O *
B12t,"Caro-Kann:/gAdvance, 4.Nf3 e6 5.Be2 c5 6.O-O",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nf3 e6 5.Be2 c5 6.O-O Ne7 *
B12t,"Caro-Kann:/gAdvance, 4.Nf3 e6 5.Be2 c5 6.O-O",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nf3 e6 5.Be2 c5 6.O-O Nd7 *
B12u,"Caro-Kann:/gAdvance, 4.Nf3 e6 5.Be2 c5 6.Be3",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nf3 e6 5.Be2 c5 6.Be3 *
B12u,"Caro-Kann:/gAdvance, 4.Nf3 e6 5.Be2 c5 6.Be3",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nf3 e6 5.Be2 c5 6.Be3 Ne7 *
B12u,"Caro-Kann:/gAdvance, 4.Nf3 e6 5.Be2 c5 6.Be3",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nf3 e6 5.Be2 c5 6.Be3 Nd7 *
B12u,"Caro-Kann:/gAdvance, 4.Nf3 e6 5.Be2 c5 6.Be3",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nf3 e6 5.Be2 c5 6.Be3 Nd7 7.O-O *
B12v,"Caro-Kann:/gAdvance, 4.Nc3",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nc3 *
B12v,"Caro-Kann:/gAdvance, 4.Nc3 h5",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nc3 h5 *
B12v,"Caro-Kann:/gAdvance, 4.Nc3 Qb6",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nc3 Qb6 *
B12v,"Caro-Kann:/gAdvance, 4.Nc3 e6",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nc3 e6 *
B12w,"Caro-Kann:/gAdvance, Main Line",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nc3 e6 5.g4 *
B12w,"Caro-Kann:/gAdvance, Main Line, 6.Nge2",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nc3 e6 5.g4 Bg6 6.Nge2 *
B12x,"Caro-Kann:/gAdvance, Main Line, 6.Nge2 c5",1.e4 c6 2.d4 d5 3.e5 Bf5 4.Nc3 e6 5.g4 Bg6 6.Nge2 c5 *
B13a,"Caro-Kann:/gExchange Variation",1.e4 c6 2.d4 d5 3.exd5 *
B13a,"Caro-Kann:/gExchange, 3...Qxd5",1.e4 c6 2.d4 d5 3.exd5 Qxd5 *
B13b,"Caro-Kann:/gExchange, 3...cxd5",1.e4 c6 2.d4 d5 3.exd5 cxd5 *
B13c,"Caro-Kann:/gExchange, 4.Nf3",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Nf3 *
B13d,"Caro-Kann:/gExchange, 4.Nf3 Nf6",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Nf3 Nf6 *
B13e,"Caro-Kann:/gExchange, 4.Bd3",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 *
B13f,"Caro-Kann:/gExchange, 4.Bd3 Nc6",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 Nc6 *
B13f,"Caro-Kann:/gExchange, 4.Bd3 Nc6 5.c3",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 Nc6 5.c3 *
B13g,"Caro-Kann:/gExchange, 4.Bd3 Nc6 5.c3 g6",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 Nc6 5.c3 g6 *
B13h,"Caro-Kann:/gExchange, 4.Bd3 Nc6 5.c3 Nf6",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 Nc6 5.c3 Nf6 *
B13i,"Caro-Kann:/gExchange, 4.Bd3 Nc6 5.c3 Nf6 6.Nf3",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 Nc6 5.c3 Nf6 6.Nf3 *
B13j,"Caro-Kann:/gExchange, Rubinstein Variation",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 Nc6 5.c3 Nf6 6.Bf4 *
B13k,"Caro-Kann:/gExchange, Rubinstein, 6...Bg4",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 Nc6 5.c3 Nf6 6.Bf4 Bg4 *
B13l,"Caro-Kann:/gExchange, Rubinstein, 7.Qb3 Qc8",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 Nc6 5.c3 Nf6 6.Bf4 Bg4 7.Qb3 Qc8 *
B13m,"Caro-Kann:/gExchange, Rubinstein, 7.Qb3 Qd7",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.Bd3 Nc6 5.c3 Nf6 6.Bf4 Bg4 7.Qb3 Qd7 *
B13n,"Caro-Kann:/gPanov-Botvinnik Attack",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 *
B13n,"Caro-Kann:/gPanov-Botvinnik, 4...e6",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 e6 *
B13o,"Caro-Kann:/gPanov-Botvinnik, 4...Nf6",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 *
B13o,"Caro-Kann:/gPanov-Botvinnik, Gunderam Variation",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.c5 *
B13p,"Caro-Kann:/gPanov-Botvinnik, 5.Nc3",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 *
B13p,"Caro-Kann:/gPanov-Botvinnik, 5...dxc4",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 dxc4 *
B13p,"Caro-Kann:/gPanov-Botvinnik, 5...dxc4",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 dxc4 6.Bxc4 *
B13q,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 *
B13q,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6 6.cxd5",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.cxd5 *
B13q,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6 6.cxd5 Nxd5",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.cxd5 Nxd5 *
B13r,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6 6.Nf3",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Nf3 *
B13s,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6 6.Nf3 Bg4",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Nf3 Bg4 *
B13s,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6 6.Nf3 Bg4",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Nf3 Bg4 7.cxd5 *
B13s,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6 6.Nf3 Bg4",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Nf3 Bg4 7.cxd5 Nxd5 *
B13t,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6 6.Nf3 Bg4: 8.Qb3",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Nf3 Bg4 7.cxd5 Nxd5 8.Qb3 *
B13t,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6 6.Nf3 Bg4: 9.gxf3 Nb6",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Nf3 Bg4 7.cxd5 Nxd5 8.Qb3 Bxf3 9.gxf3 Nb6 *
B13u,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6 6.Nf3 Bg4: Main Line",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Nf3 Bg4 7.cxd5 Nxd5 8.Qb3 Bxf3 9.gxf3 e6 *
B13v,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6 6.Bg5",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 *
B13v,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6, Spielmann Variation",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 Qb6 *
B13v,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6 6.Bg5 dxc4",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 dxc4 *
B13v,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6, Herzog Defence",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 dxc4 7.d5 Na5 *
B13w,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6, Czerniak Variation",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 Qa5 *
B13x,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6 6.Bg5 Be6",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 Be6 *
B13y,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6, Normal Variation",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 e6 *
B13y,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6, Normal Variation",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Nf3 *
B13y,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6, Normal Variation",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Nf3 Be7 *
B13z,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6, Normal Variaiton, 8.c5",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Nf3 Be7 8.c5 *
B13z,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6, Normal Variation, 8.c5 O-O",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Nf3 Be7 8.c5 O-O *
B13z,"Caro-Kann:/gPanov-Botvinnik, 5...Nc6, Normal Variation, 8.c5 O-O 9.Bb5",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Nf3 Be7 8.c5 O-O 9.Bb5 *
B14a,"Caro-Kann:/gPanov-Botvinnik, 5...g6",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 g6 *
B14a,"Caro-Kann:/gPanov-Botvinnik, 5...g6 6.Nf3",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 g6 6.Nf3 *
B14b,"Caro-Kann:/gPanov-Botvinnik, 5...g6 6.cxd5",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 g6 6.cxd5 *
B14c,"Caro-Kann:/gPanov-Botvinnik, 5...g6 6.cxd5 Nxd5",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 g6 6.cxd5 Nxd5 *
B14d,"Caro-Kann:/gPanov-Botvinnik, 5...g6 6.cxd5 Nxd5 7.Bc4",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 g6 6.cxd5 Nxd5 7.Bc4 *
B14e,"Caro-Kann:/gPanov-Botvinnik, 5...g6 6.cxd5 Bg7",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 g6 6.cxd5 Bg7 *
B14f,"Caro-Kann:/gPanov-Botvinnik, 5...g6 6.Qb3",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 g6 6.Qb3 *
B14f,"Caro-Kann:/gPanov-Botvinnik, 5...g6 6.Qb3 Bg7 7.cxd5",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 g6 6.Qb3 Bg7 7.cxd5 *
B14f,"Caro-Kann:/gPanov-Botvinnik, 5...g6, Main Line",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 g6 6.Qb3 Bg7 7.cxd5 O-O *
B14g,"Caro-Kann:/gPanov-Botvinnik, 5...g6, Main Line, 8.Be2",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 g6 6.Qb3 Bg7 7.cxd5 O-O 8.Be2 *
B14h,"Caro-Kann:/gPanov-Botvinnik, 5...g6, Main Line, 8.Be2 Nbd7",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 g6 6.Qb3 Bg7 7.cxd5 O-O 8.Be2 Nbd7 *
B14i,"Caro-Kann:/gPanov-Botvinnik, 5...e6",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 *
B14j,"Caro-Kann:/gPanov-Botvinnik, 5...e6 6.Nf3",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 6.Nf3 *
B14j,"Caro-Kann:/gPanov-Botvinnik, 5...e6 6.Nf3 Nc6",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 6.Nf3 Nc6 *
B14k,"Caro-Kann:/gPanov-Botvinnik, 5...e6 6.Nf3 Be7",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 6.Nf3 Be7 *
B14l,"Caro-Kann:/gPanov-Botvinnik, 5...e6 6.Nf3 Be7 7.Bd3",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 6.Nf3 Be7 7.Bd3 *
B14m,"Caro-Kann:/gPanov-Botvinnik, 5...e6 6.Nf3 Be7 7.cxd5",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 6.Nf3 Be7 7.cxd5 *
B14n,"Caro-Kann:/gPanov-Botvinnik, 5...e6 6.Nf3 Be7 7.cxd5 Nxd5",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 6.Nf3 Be7 7.cxd5 Nxd5 *
B14o,"Caro-Kann:/gPanov-Botvinnik, 5...e6 6.Nf3 Be7 7.cxd5 Nxd5 8.Bd3",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 6.Nf3 Be7 7.cxd5 Nxd5 8.Bd3 *
B14p,"Caro-Kann:/gPanov-Botvinnik, 5...e6 6.Nf3 Bb4",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 6.Nf3 Bb4 *
B14q,"Caro-Kann:/gPanov-Botvinnik, 5...e6 6.Nf3 Bb4 7.cxd5 exd5",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 6.Nf3 Bb4 7.cxd5 exd5 *
B14r,"Caro-Kann:/gPanov-Botvinnik, 5...e6 6.Nf3 Bb4 7.cxd5 Nxd5",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 6.Nf3 Bb4 7.cxd5 Nxd5 *
B14s,"Caro-Kann:/gPanov-Botvinnik, 5...e6 6.Nf3 Bb4 7.cxd5 Nxd5 8.Qc2",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 6.Nf3 Bb4 7.cxd5 Nxd5 8.Qc2 *
B14t,"Caro-Kann:/gPanov-Botvinnik, 5...e6 6.Nf3 Bb4 7.cxd5 Nxd5 8.Qc2 Nc6",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 6.Nf3 Bb4 7.cxd5 Nxd5 8.Qc2 Nc6 *
B14u,"Caro-Kann:/gPanov-Botvinnik, 5...e6 6.Nf3 Bb4 7.cxd5 Nxd5 8.Qc2 Nc6 9.Bd3",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 6.Nf3 Bb4 7.cxd5 Nxd5 8.Qc2 Nc6 9.Bd3 *
B14v,"Caro-Kann:/gPanov-Botvinnik, 5...e6 6.Nf3 Bb4 7.cxd5 Nxd5 8.Bd2",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 6.Nf3 Bb4 7.cxd5 Nxd5 8.Bd2 *
B14w,"Caro-Kann:/gPanov-Botvinnik, 5...e6 6.Nf3 Bb4 7.cxd5 Nxd5 8.Bd2 Nc6",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 6.Nf3 Bb4 7.cxd5 Nxd5 8.Bd2 Nc6 *
B14x,"Caro-Kann:/gPanov-Botvinnik, 5...e6 6.Nf3 Bb4 7.cxd5 Nxd5 8.Bd2 Nc6",1.e4 c6 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 e6 6.Nf3 Bb4 7.cxd5 Nxd5 8.Bd2 Nc6 9.Bd3 O-O *
B15a,"Caro-Kann:/g3.Nc3",1.e4 c6 2.d4 d5 3.Nc3 *
B15b,"Caro-Kann:/gGurgenidze Counterattack",1.e4 c6 2.d4 d5 3.Nc3 b5 *
B15c,"Caro-Kann:/gGurgenidze/Modern",1.e4 c6 2.d4 d5 3.Nc3 g6 *
B15d,"Caro-Kann:/gGurgenidze: 4.Be3",1.e4 c6 2.d4 d5 3.Nc3 g6 4.Be3 *
B15d,"Caro-Kann:/gGurgenidze: 4.Be3",1.e4 c6 2.d4 d5 3.Nc3 g6 4.Be3 Bg7 *
B15e,"Caro-Kann:/gGurgenidze: 4.h3",1.e4 c6 2.d4 d5 3.Nc3 g6 4.h3 *
B15e,"Caro-Kann:/gGurgenidze: 4.h3",1.e4 c6 2.d4 d5 3.Nc3 g6 4.h3 Bg7 *
B15f,"Caro-Kann:/gGurgenidze: 4.e5",1.e4 c6 2.d4 d5 3.Nc3 g6 4.e5 *
B15f,"Caro-Kann:/gGurgenidze: 4.e5",1.e4 c6 2.d4 d5 3.Nc3 g6 4.e5 Bg7 *
B15g,"Caro-Kann:/gGurgenidze: 4.e5 Bg7 5.f4",1.e4 c6 2.d4 d5 3.Nc3 g6 4.e5 Bg7 5.f4 *
B15g,"Caro-Kann:/gGurgenidze: 4.e5 Bg7 5.f4 Nh6",1.e4 c6 2.d4 d5 3.Nc3 g6 4.e5 Bg7 5.f4 Nh6 *
B15h,"Caro-Kann:/gGurgenidze: 4.e5 Bg7 5.f4 h5",1.e4 c6 2.d4 d5 3.Nc3 g6 4.e5 Bg7 5.f4 h5 *
B15i,"Caro-Kann:/gGurgenidze: 4.e5 Bg7 5.f4 h5 6.Nf3",1.e4 c6 2.d4 d5 3.Nc3 g6 4.e5 Bg7 5.f4 h5 6.Nf3 *
B15j,"Caro-Kann:/gGurgenidze: 4.Nf3",1.e4 c6 2.d4 d5 3.Nc3 g6 4.Nf3 *
B15k,"Caro-Kann:/gGurgenidze: 4.Nf3 Bg7",1.e4 c6 2.d4 d5 3.Nc3 g6 4.Nf3 Bg7 *
B15k,"Caro-Kann:/gGurgenidze: 4.Nf3 Bg7 5.exd5",1.e4 c6 2.d4 d5 3.Nc3 g6 4.Nf3 Bg7 5.exd5 *
B15k,"Caro-Kann:/gGurgenidze: 4.Nf3 Bg7 5.e5",1.e4 c6 2.d4 d5 3.Nc3 g6 4.Nf3 Bg7 5.e5 *
B15l,"Caro-Kann:/gGurgenidze: 4.Nf3 Bg7 5.h3",1.e4 c6 2.d4 d5 3.Nc3 g6 4.Nf3 Bg7 5.h3 *
B15m,"Caro-Kann:/gGurgenidze: 4.Nf3 Bg7 5.h3 dxe4",1.e4 c6 2.d4 d5 3.Nc3 g6 4.Nf3 Bg7 5.h3 dxe4 *
B15m,"Caro-Kann:/gGurgenidze: 4.Nf3 Bg7 5.h3 dxe4",1.e4 c6 2.d4 d5 3.Nc3 g6 4.Nf3 Bg7 5.h3 dxe4 6.Nxe4 *
B15n,"Caro-Kann:/gGurgenidze: 4.Nf3 Bg7 5.h3 Nf6",1.e4 c6 2.d4 d5 3.Nc3 g6 4.Nf3 Bg7 5.h3 Nf6 *
B15o,"Caro-Kann:/gGurgenidze: 4.Nf3 Bg7 5.h3 Nf6 6.e5",1.e4 c6 2.d4 d5 3.Nc3 g6 4.Nf3 Bg7 5.h3 Nf6 6.e5 *
B15p,"Caro-Kann:/g3.Nc3 dxe4",1.e4 c6 2.d4 d5 3.Nc3 dxe4 *
B15p,"Caro-Kann:/gRasa-Studier Gambit",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.f3 *
B15p,"Caro-Kann:/gvon Hennig Gambit",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Bc4 *
B15q,"Caro-Kann:/g4.Nxe4",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 *
B15r,"Caro-Kann:/g4.Nxe4 Nf6",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 *
B15r,"Caro-Kann:/g4.Nxe4 Nf6 5.f3 Gambit",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.f3 *
B15r,"Caro-Kann:/gAlekhine Gambit",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Bd3 *
B15s,"Caro-Kann:/g4.Nxe4 Nf6 5.Ng3",1.e4 c6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nf6 5.Ng3 *
